"scenario","val","lower","upper","group","inter"
2,0.0512089000846116,0.0384256510816445,0.0643757032860835,"Care assistants","Contact precaution"
4,0.0947896687537583,0.0833184575915834,0.107172865215401,"Care assistants","Contact precaution"
6,0.122822521522588,0.111064236042928,0.134627031503673,"Care assistants","Contact precaution"
8,0.142808156150752,0.130946898828189,0.15460542795001,"Care assistants","Contact precaution"
10,0.132890113339082,0.121209323427022,0.144270578781198,"Care assistants","Contact precaution"
