"scenario","val","lower","upper","group","inter"
2,0.0384407957370145,0.0208214108985805,0.0564022084744838,"All staff","Contact precaution"
4,0.0763943840404477,0.0584949398806772,0.0944259550005594,"All staff","Contact precaution"
6,0.138843929594953,0.124175725205071,0.153774710836791,"All staff","Contact precaution"
8,0.178610778049796,0.163888412893179,0.19439168971238,"All staff","Contact precaution"
10,0.156534820550002,0.141659061881329,0.171920602566691,"All staff","Contact precaution"
