"scenario","val","lower","upper","group","inter"
2,0.0411450910990759,0.0349348766707526,0.0472640671482547,"All staff","Contact precaution"
4,0.084335608720072,0.078460270829038,0.0901659370942636,"All staff","Contact precaution"
6,0.0860243427978936,0.0801336934889121,0.0919416606580348,"All staff","Contact precaution"
8,0.101353309233564,0.0955081226172596,0.107141309859563,"All staff","Contact precaution"
10,0.105380427410919,0.0995469230390571,0.111189654919442,"All staff","Contact precaution"
