"scenario","val","lower","upper","group","inter"
2,0.021675078301779,0.0149590268672328,0.0279390966867535,"All staff","Contact precaution"
4,0.050310544158308,0.0437120561114274,0.0566338547395534,"All staff","Contact precaution"
6,0.0468528255550823,0.0407652188629411,0.0535793071938821,"All staff","Contact precaution"
8,0.0515470727943603,0.0447585970227795,0.0579523324416226,"All staff","Contact precaution"
10,0.0563546920527907,0.0495912805649641,0.0628246885500473,"All staff","Contact precaution"
