"scenario","val","lower","upper","group","inter"
2,0.0521778116740422,0.0458371898337517,0.0584476384497512,"Patients","Vaccination"
4,0.0954689284168222,0.0893894685963203,0.101584521256518,"Patients","Vaccination"
6,0.106632877967278,0.100633894006608,0.11254129866665,"Patients","Vaccination"
8,0.109300230160872,0.103432771655026,0.115146777587391,"Patients","Vaccination"
10,0.121121448087254,0.115198255852766,0.126919329339894,"Patients","Vaccination"
