"scenario","val","lower","upper","group","inter"
2,0.0476269120404183,0.0342287471229746,0.0603956285888056,"Patients","Vaccination"
4,0.100046317775001,0.0870736479740465,0.112557226580674,"Patients","Vaccination"
6,0.117387782314703,0.105189320876319,0.128983700400222,"Patients","Vaccination"
8,0.133408650029628,0.121428819927847,0.145363463489247,"Patients","Vaccination"
10,0.123146886833777,0.11052101168678,0.136848963640901,"Patients","Vaccination"
