"scenario","val","lower","upper","group","inter"
2,0.00266834842394863,-0.00771678455121411,0.0139225339960603,"All staff","Vaccination"
4,0.0143191193043628,0.00289450562467125,0.0263134497971481,"All staff","Vaccination"
6,0.0147991638343531,0.00297633765965348,0.0266932352731226,"All staff","Vaccination"
8,0.0261354105163147,0.0140213093076514,0.0383082726218151,"All staff","Vaccination"
10,0.0200218833375103,0.00856341428848311,0.0317116879979005,"All staff","Vaccination"
