"scenario","val","lower","upper","group","inter"
2,0.0361068648252336,0.0292113933315035,0.042422787117029,"Care assistants","Contact precaution"
4,0.0573706703821968,0.0513964075651027,0.0636262638159408,"Care assistants","Contact precaution"
6,0.0584404167162224,0.0520214721309408,0.0651309706302931,"Care assistants","Contact precaution"
8,0.0720922391105412,0.065441236574459,0.0785930923958341,"Care assistants","Contact precaution"
10,0.0639524605243063,0.0575931814680717,0.0705751093377788,"Care assistants","Contact precaution"
