"acq_PA","acq_PE","acq_tot","sim_id","scenario"
41,30,71,803,0
45,41,86,804,0
47,37,84,805,0
49,48,97,806,0
47,34,81,807,0
42,28,70,808,0
38,32,70,809,0
44,38,82,810,0
39,30,69,811,0
45,41,86,812,0
25,28,53,813,0
40,32,72,814,0
43,30,73,815,0
32,38,70,816,0
40,40,80,817,0
41,42,83,818,0
44,29,73,819,0
36,39,75,820,0
39,39,78,821,0
45,27,72,822,0
33,28,61,823,0
42,45,87,824,0
41,39,80,825,0
42,25,67,826,0
43,30,73,827,0
47,35,82,828,0
39,34,73,829,0
35,42,77,830,0
60,43,103,831,0
38,31,69,832,0
34,37,71,833,0
37,33,70,834,0
44,38,82,835,0
36,31,67,836,0
36,35,71,837,0
40,27,67,838,0
46,34,80,839,0
43,23,66,840,0
49,28,77,841,0
39,30,69,842,0
34,35,69,843,0
47,24,71,844,0
42,35,77,845,0
34,27,61,846,0
36,40,76,847,0
34,31,65,848,0
36,38,74,849,0
44,47,91,850,0
29,26,55,851,0
46,39,85,852,0
54,36,90,853,0
41,23,64,854,0
39,32,71,855,0
32,32,64,856,0
33,22,55,857,0
25,27,52,858,0
37,30,67,859,0
40,36,76,860,0
47,31,78,861,0
34,30,64,862,0
30,27,57,863,0
29,23,52,864,0
35,27,62,865,0
45,34,79,866,0
54,28,82,867,0
46,30,76,868,0
51,36,87,869,0
44,34,78,870,0
41,27,68,871,0
34,44,78,872,0
41,33,74,873,0
34,29,63,874,0
36,29,65,875,0
40,32,72,876,0
32,29,61,877,0
38,34,72,878,0
44,39,83,879,0
35,32,67,880,0
39,42,81,881,0
44,40,84,882,0
48,34,82,883,0
37,30,67,884,0
47,43,90,885,0
43,48,91,886,0
42,32,74,887,0
35,24,59,888,0
40,35,75,889,0
35,26,61,890,0
37,33,70,891,0
41,34,75,892,0
53,33,86,893,0
33,35,68,894,0
41,32,73,895,0
43,22,65,896,0
46,25,71,897,0
43,27,70,898,0
34,45,79,899,0
52,39,91,900,0
34,41,75,901,0
47,40,87,902,0
49,26,75,903,0
36,25,61,904,0
28,28,56,905,0
42,31,73,906,0
35,33,68,907,0
49,32,81,908,0
39,40,79,909,0
29,34,63,910,0
51,34,85,911,0
48,32,80,912,0
45,41,86,913,0
34,46,80,914,0
32,35,67,915,0
46,34,80,916,0
33,37,70,917,0
33,21,54,918,0
38,43,81,919,0
35,40,75,920,0
43,32,75,921,0
40,30,70,922,0
39,33,72,923,0
44,34,78,924,0
39,36,75,925,0
47,31,78,926,0
35,29,64,927,0
39,41,80,928,0
34,45,79,929,0
38,33,71,930,0
41,37,78,931,0
43,49,92,932,0
37,34,71,933,0
53,37,90,934,0
34,34,68,935,0
38,33,71,936,0
31,23,54,937,0
33,35,68,938,0
37,30,67,939,0
38,33,71,940,0
39,26,65,941,0
48,34,82,942,0
42,37,79,943,0
43,36,79,944,0
31,36,67,945,0
44,41,85,946,0
44,33,77,947,0
38,37,75,948,0
39,39,78,949,0
44,35,79,950,0
36,35,71,951,0
53,30,83,952,0
45,35,80,953,0
44,37,81,954,0
46,43,89,955,0
