"scenario","val","lower","upper","group","inter"
2,0.042071971575865,0.0350925326849004,0.0489786500255057,"Patients","Contact precaution"
4,0.0707944670794632,0.0641274006305882,0.0776039671485173,"Patients","Contact precaution"
6,0.0886825222659189,0.0820909256074403,0.0951569359671946,"Patients","Contact precaution"
8,0.101199181345689,0.0950257277877065,0.107335562532783,"Patients","Contact precaution"
10,0.0991722216128746,0.0927525578490875,0.105532753839336,"Patients","Contact precaution"
