"scenario","val","lower","upper","group","inter"
2,0.0459223322590673,0.0320480609833474,0.0594633405280138,"All staff","Contact precaution"
4,0.0860400473766733,0.0763002937246914,0.0958127865942356,"All staff","Contact precaution"
6,0.110575378816729,0.100581287153744,0.12030520317388,"All staff","Contact precaution"
8,0.108916931415799,0.0989344503989169,0.118914897648018,"All staff","Contact precaution"
10,0.111889024269586,0.101871204748931,0.12172042627334,"All staff","Contact precaution"
