"scenario","val","lower","upper","group","inter"
2,0.0190771286246833,1.09911483860852e-06,0.0384910302302133,"All staff","Vaccination"
4,0.0401780749121301,0.0138591829267138,0.0641525463406089,"All staff","Vaccination"
6,0.0544820381352969,0.0306960456172681,0.0786150804234735,"All staff","Vaccination"
8,0.0384259039581828,0.0119470271962564,0.0642872548739478,"All staff","Vaccination"
10,0.014247972253867,-0.00928466575555004,0.0382892828442694,"All staff","Vaccination"
