"scenario","val","lower","upper","pval","group","inter"
2,0.0958678644758179,0.0815045511097133,0.109919891859333,4.94251917330558e-34,"All staff","Vaccination"
4,0.210045251794013,0.197617944010927,0.222215429857842,4.49860690917788e-139,"All staff","Vaccination"
6,0.220247858143595,0.208364558053635,0.231720724302101,5.16467953377658e-158,"All staff","Vaccination"
