"scenario","val","lower","upper","group","inter"
2,-0.001697158789174,-0.0162658906576077,0.0113361345214075,"All staff","Vaccination"
4,0.043725853204588,0.0303379876627346,0.0580892375432089,"All staff","Vaccination"
6,0.0594065133699606,0.0437716725468588,0.0729252128433237,"All staff","Vaccination"
8,0.0642935860524524,0.0499963589940869,0.0785992703206935,"All staff","Vaccination"
10,0.038454837616274,0.0240417164609273,0.0530027328129042,"All staff","Vaccination"
