"scenario","val","lower","upper","group","inter"
2,0.0877982914769233,0.0767889149087031,0.0994481987116779,"All staff","Contact precaution"
4,0.166619754340525,0.155534967318894,0.177063812980912,"All staff","Contact precaution"
6,0.163400305014773,0.152750872219666,0.173771674075116,"All staff","Contact precaution"
8,0.185750716362946,0.175014662879131,0.196053263274527,"All staff","Contact precaution"
10,0.181717837493847,0.171462069173207,0.191698513513525,"All staff","Contact precaution"
