"scenario","val","lower","upper","group","inter"
2,0.0865695216335296,0.080090202316013,0.0930718173873318,"All staff","Contact precaution"
4,0.132484350658657,0.126524692751692,0.138416999973256,"All staff","Contact precaution"
6,0.138239583887477,0.132231147024401,0.144156319873457,"All staff","Contact precaution"
8,0.14098934826868,0.134797025448954,0.147129743082255,"All staff","Contact precaution"
10,0.148635617978146,0.142455455983726,0.154807345003111,"All staff","Contact precaution"
