"acq_PA","acq_PE","acq_tot","sim_id","scenario"
15,3,18,304,0
15,0,15,305,0
14,4,18,306,0
12,2,14,307,0
14,1,15,308,0
9,1,10,309,0
4,2,6,310,0
13,1,14,311,0
18,2,20,312,0
14,3,17,313,0
18,1,19,314,0
12,1,13,315,0
13,2,15,316,0
15,0,15,317,0
14,3,17,318,0
13,2,15,319,0
15,1,16,320,0
15,2,17,321,0
13,0,13,322,0
15,1,16,323,0
13,5,18,324,0
13,2,15,325,0
12,2,14,326,0
10,1,11,327,0
10,2,12,328,0
12,1,13,329,0
17,1,18,330,0
7,3,10,331,0
20,1,21,332,0
11,1,12,333,0
5,0,5,334,0
15,0,15,335,0
19,1,20,336,0
11,3,14,337,0
16,4,20,338,0
10,1,11,339,0
14,2,16,340,0
8,3,11,341,0
15,0,15,342,0
16,1,17,343,0
17,3,20,344,0
7,2,9,345,0
9,2,11,346,0
14,0,14,347,0
17,2,19,348,0
10,1,11,349,0
15,2,17,350,0
8,1,9,351,0
11,0,11,352,0
13,1,14,353,0
8,3,11,354,0
16,2,18,355,0
13,1,14,356,0
17,0,17,357,0
17,3,20,358,0
15,0,15,359,0
14,2,16,360,0
9,0,9,361,0
16,1,17,362,0
10,1,11,363,0
13,2,15,364,0
9,2,11,365,0
12,1,13,366,0
13,1,14,367,0
5,2,7,368,0
13,1,14,369,0
12,0,12,370,0
11,1,12,371,0
11,2,13,372,0
13,4,17,373,0
11,2,13,374,0
17,0,17,375,0
8,3,11,376,0
17,1,18,377,0
10,0,10,378,0
14,1,15,379,0
17,3,20,380,0
6,1,7,381,0
11,1,12,382,0
12,2,14,383,0
8,2,10,384,0
6,1,7,385,0
8,2,10,386,0
13,2,15,387,0
8,2,10,388,0
10,1,11,389,0
17,1,18,390,0
21,0,21,391,0
16,1,17,392,0
10,0,10,393,0
15,2,17,394,0
7,0,7,395,0
15,0,15,396,0
18,1,19,397,0
12,4,16,398,0
16,0,16,399,0
9,0,9,400,0
12,0,12,401,0
11,1,12,402,0
7,0,7,403,0
10,0,10,404,0
9,1,10,405,0
7,0,7,406,0
18,1,19,407,0
9,1,10,408,0
10,3,13,409,0
13,0,13,410,0
11,0,11,411,0
20,0,20,412,0
15,0,15,413,0
9,2,11,414,0
13,2,15,415,0
18,1,19,416,0
14,3,17,417,0
9,2,11,418,0
16,3,19,419,0
8,2,10,420,0
16,1,17,421,0
7,3,10,422,0
14,2,16,423,0
15,3,18,424,0
13,4,17,425,0
10,1,11,426,0
14,1,15,427,0
13,4,17,428,0
11,0,11,429,0
9,3,12,430,0
12,0,12,431,0
17,2,19,432,0
11,0,11,433,0
12,1,13,434,0
10,0,10,435,0
14,1,15,436,0
14,2,16,437,0
19,2,21,438,0
11,1,12,439,0
17,1,18,440,0
14,0,14,441,0
9,2,11,442,0
11,0,11,443,0
15,2,17,444,0
12,1,13,445,0
11,2,13,446,0
10,0,10,447,0
9,1,10,448,0
14,0,14,449,0
10,2,12,450,0
8,2,10,451,0
9,2,11,452,0
16,1,17,453,0
10,2,12,454,0
13,3,16,455,0
17,3,20,456,0
18,0,18,457,0
14,0,14,458,0
8,1,9,459,0
7,3,10,460,0
18,1,19,461,0
13,1,14,462,0
19,3,22,463,0
10,1,11,464,0
9,2,11,465,0
17,1,18,466,0
14,1,15,467,0
13,3,16,468,0
5,2,7,469,0
16,2,18,470,0
10,1,11,471,0
19,3,22,472,0
8,0,8,473,0
13,2,15,474,0
14,2,16,475,0
10,0,10,476,0
20,3,23,477,0
12,2,14,478,0
13,1,14,479,0
5,0,5,480,0
12,2,14,481,0
22,1,23,482,0
10,2,12,483,0
14,1,15,484,0
19,2,21,485,0
11,4,15,486,0
17,3,20,487,0
14,5,19,488,0
10,3,13,489,0
13,0,13,490,0
16,0,16,491,0
16,2,18,492,0
10,0,10,493,0
16,1,17,494,0
13,0,13,495,0
7,1,8,496,0
14,1,15,497,0
14,2,16,498,0
9,3,12,499,0
7,2,9,500,0
