"scenario","val","lower","upper","group","inter"
2,0.00301285321015466,-0.00735741459338223,0.0139247958183863,"Care assistants","Contact precaution"
4,0.0534571564581923,0.0428720496946735,0.0638112133558422,"Care assistants","Contact precaution"
6,0.0575698016718899,0.046778405901881,0.0681882272543825,"Care assistants","Contact precaution"
8,0.0176620596520355,0.00699134736880291,0.0284791150256423,"Care assistants","Contact precaution"
10,0.059463774774158,0.0483146489539672,0.0703159472123881,"Care assistants","Contact precaution"
