"scenario","val","lower","upper","group","inter"
2,0.0621233852261525,0.0505031738475484,0.0740953041705639,"Care assistants","Vaccination"
4,0.121640993573845,0.11024460630343,0.133295574737331,"Care assistants","Vaccination"
6,0.148062393240842,0.1374612030236,0.1584248830055,"Care assistants","Vaccination"
8,0.131880170685942,0.120508133371412,0.142886003422947,"Care assistants","Vaccination"
10,0.156651407779254,0.146117264952479,0.167073918111079,"Care assistants","Vaccination"
