"scenario","val","lower","upper","group","inter"
2,0.0592917535311211,0.053135590463566,0.0654378027747835,"All staff","Vaccination"
4,0.124455584574531,0.118632859689382,0.13025056700328,"All staff","Vaccination"
6,0.142587651871251,0.136882889061228,0.148238343074278,"All staff","Vaccination"
8,0.138322416260641,0.132545523146725,0.143991112178794,"All staff","Vaccination"
10,0.167214694439751,0.161827091916604,0.17259286244365,"All staff","Vaccination"
