"scenario","val","lower","upper","group","inter"
2,-0.0249530661628307,-0.0338435502157178,-0.0161911389403399,"All staff","Contact precaution"
4,0.00542788989765915,-0.00193583446186193,0.0149460333274715,"All staff","Contact precaution"
6,-0.0128129324826198,-0.0216625942687375,-0.00424497806753879,"All staff","Contact precaution"
8,-0.0122154733899663,-0.021119720561906,-0.0036773153005857,"All staff","Contact precaution"
10,-0.00151269950601613,-0.00977058797152569,0.00617315866436431,"All staff","Contact precaution"
