"scenario","val","lower","upper","group","inter"
2,0.0654833620722558,0.0572940314454997,0.0744307981886868,"Patients","Vaccination"
4,0.0804471772316366,0.07185562931133,0.0892839619819856,"Patients","Vaccination"
6,0.115378688994329,0.106962552559993,0.123210765237356,"Patients","Vaccination"
8,0.140974341556763,0.133192734338954,0.148695688980176,"Patients","Vaccination"
10,0.134959610932777,0.126840854103212,0.142910291079783,"Patients","Vaccination"
