"scenario","val","lower","upper","group","inter"
2,0.0324822441177398,0.0214228306272296,0.0426060404196657,"Care assistants","Contact precaution"
4,0.0860583459729957,0.0761525852805419,0.0954433629757746,"Care assistants","Contact precaution"
6,0.0745346198335924,0.0646134381395717,0.0842259678101646,"Care assistants","Contact precaution"
8,0.0962563805630556,0.08699773854693,0.105680158296751,"Care assistants","Contact precaution"
10,0.126963393376942,0.117592483386308,0.135738800884222,"Care assistants","Contact precaution"
