"scenario","val","lower","upper","group","inter"
2,0.0448514435588746,0.0386507354976811,0.0509053849918352,"Patients","Vaccination"
4,0.0840461168326839,0.078554863464578,0.0897494288495807,"Patients","Vaccination"
6,0.115501552880183,0.110008453683103,0.1212320016639,"Patients","Vaccination"
8,0.117821548375463,0.11229661633735,0.12361443709341,"Patients","Vaccination"
10,0.135270652418574,0.129663061396647,0.140769892960099,"Patients","Vaccination"
