"scenario","val","lower","upper","group","inter"
2,0.0197882900284109,0.00825655654211436,0.0312936247216686,"All staff","Vaccination"
4,0.024707541638922,0.0126456297957696,0.0357265298273894,"All staff","Vaccination"
6,0.0246090630541465,0.0132319899821905,0.0356646156669889,"All staff","Vaccination"
8,0.0125494738282193,0.00206817208696681,0.0242624850767615,"All staff","Vaccination"
10,0.0179283904147808,0.00644776468872789,0.0302945434779209,"All staff","Vaccination"
