"scenario","val","lower","upper","group","inter"
2,0.0107258525233451,0.002032683267313,0.0194904449332758,"All staff","Vaccination"
4,0.0293417861877633,0.0202408299511479,0.0385520149688735,"All staff","Vaccination"
6,0.0341093479387984,0.0244088057170297,0.0422808011070819,"All staff","Vaccination"
8,0.0200196329310852,0.0114480522714959,0.0291367944731122,"All staff","Vaccination"
10,0.0324442249304174,0.0235194273004393,0.040876356409045,"All staff","Vaccination"
