"scenario","val","lower","upper","group","inter"
2,0.128453604910469,0.116739410189186,0.13895717064353,"Care assistants","Contact precaution"
4,0.251732190191259,0.242121736097027,0.261840551199817,"Care assistants","Contact precaution"
6,0.260602202355734,0.25001315799771,0.270799971584683,"Care assistants","Contact precaution"
8,0.264105529747306,0.25400949860933,0.27385404997874,"Care assistants","Contact precaution"
10,0.27079584631632,0.260770359535533,0.279938360099922,"Care assistants","Contact precaution"
