"scenario","val","lower","upper","group","inter"
2,0.03621947707693,0.0295466504398029,0.0417182522489574,"Patients","Contact precaution"
4,0.0687181497689373,0.0630820980419791,0.0748856571367053,"Patients","Contact precaution"
6,0.0731709176908888,0.0673796396328649,0.0789412671398706,"Patients","Contact precaution"
8,0.0674508572148973,0.0618496248802243,0.0733896183616535,"Patients","Contact precaution"
10,0.0694065441920509,0.0635849128145916,0.0754455830693246,"Patients","Contact precaution"
