"scenario","val","lower","upper","group","inter"
2,0.0515174835828932,0.0384911617784861,0.0646729822989132,"Patients","Vaccination"
4,0.105441735273765,0.0937449301596767,0.116684279265,"Patients","Vaccination"
6,0.11539073634773,0.103540490524167,0.127773507851688,"Patients","Vaccination"
8,0.127003376261775,0.115159999109624,0.138941277339883,"Patients","Vaccination"
10,0.114926807940988,0.101055820172705,0.128179083342371,"Patients","Vaccination"
