"scenario","val","lower","upper","group","inter"
2,-0.0423054757199194,-0.0554727491544896,-0.0293272471725836,"All staff","Contact precaution"
4,-0.00948008402844061,-0.0222568469512896,4.72474049119563e-05,"All staff","Contact precaution"
6,0.00890253060888371,-0.00208583215116978,0.0210277820690561,"All staff","Contact precaution"
8,-0.0142790348737244,-0.027560025448407,-0.00290160456935471,"All staff","Contact precaution"
10,-0.012432026314289,-0.0249623693237111,-0.00135720496864682,"All staff","Contact precaution"
