"scenario","val","lower","upper","group","inter"
2,0.0445702167535229,0.0222047807896999,0.0670263690507941,"Care assistants","Contact precaution"
4,0.0881638058408162,0.0644189186260784,0.11106931058992,"Care assistants","Contact precaution"
6,0.100047330067558,0.0785109460380294,0.121406164831292,"Care assistants","Contact precaution"
8,0.109132754768486,0.087926885685778,0.129628690968985,"Care assistants","Contact precaution"
10,0.151547893295164,0.129971559610176,0.172652118052044,"Care assistants","Contact precaution"
