"scenario","val","lower","upper","pval","group","inter"
2,0.00972892450031916,-0.00483851479312823,0.0247091019193221,0.197745724288511,"All staff","Vaccination"
4,0.0288592498494922,0.0137073262599841,0.0439023419023587,0.000189637700786332,"All staff","Vaccination"
6,0.0025988353106533,-0.0124109335979592,0.0178140625725467,0.730917759658211,"All staff","Vaccination"
