"scenario","val","lower","upper","group","inter"
2,-0.0109050776378266,-0.0170452325359249,-0.00368821812485943,"Patients","Contact precaution"
4,0.0349637300673145,0.028580434641217,0.0416371872275839,"Patients","Contact precaution"
6,0.0419399969980737,0.0353273647262706,0.0479725673458236,"Patients","Contact precaution"
8,0.0434217176787388,0.0374990077393734,0.0500105290237787,"Patients","Contact precaution"
10,0.0598222747510235,0.0527832527660419,0.0669942306906256,"Patients","Contact precaution"
