"scenario","val","lower","upper","group","inter"
2,0.0951750755836795,0.0833714725486734,0.106486472653317,"Patients","Vaccination"
4,0.212801943946414,0.202577118857048,0.222502347113494,"Patients","Vaccination"
6,0.190459470538242,0.180186393477634,0.200035315508774,"Patients","Vaccination"
8,0.155036544242488,0.145202112902113,0.165388551036051,"Patients","Vaccination"
10,0.164548807184039,0.15455060637145,0.174867483748569,"Patients","Vaccination"
