"scenario","val","lower","upper","group","inter"
2,0.093538645526643,0.0878152748278022,0.0992206976425043,"All staff","Vaccination"
4,0.114100665695944,0.108360095474555,0.119862060572473,"All staff","Vaccination"
6,0.14762605184642,0.142291523177085,0.153001259102229,"All staff","Vaccination"
8,0.156097706988449,0.150835767319315,0.161404657117427,"All staff","Vaccination"
10,0.152738373857191,0.147418874250404,0.157912128849712,"All staff","Vaccination"
