"scenario","val","lower","upper","group","inter"
2,0.0195894979227859,0.013180835353471,0.0264468065899355,"Care assistants","Vaccination"
4,0.0549340671313226,0.048639502757581,0.0609514147046819,"Care assistants","Vaccination"
6,0.0638993275258745,0.0573535595440398,0.0705044829050666,"Care assistants","Vaccination"
8,0.0724409290092895,0.066211489222389,0.0787426840695922,"Care assistants","Vaccination"
10,0.0707312773855123,0.064497671643693,0.0768534368545582,"Care assistants","Vaccination"
